enrollee_id,target
16548,0.5395147426205543
12036,0.12564500082065233
11061,0.40898597598243974
5032,0.0712110578223914
17599,0.09060653172715591
19314,0.08799638534620788
12365,0.3269132698756641
22696,0.0714106403300993
16083,0.08216541078325783
33240,0.11148033206380767
813,0.08896920082433124
1362,0.0753778913436132
3821,0.08633146012793932
26316,0.17972377274425494
29269,0.06833287314918378
22524,0.1273130812260698
30407,0.05584252129211892
863,0.05158530753342906
27743,0.06901956350600351
29303,0.06995142299822997
1019,0.15404429564419347
8819,0.07383494387880836
5397,0.12430918609284079
14697,0.061514197074022225
10407,0.13409252431358232
19224,0.14324540855506995
735,0.06261207017875493
14106,0.5231927450752972
858,0.07661842694705054
9061,0.05801811335071802
12775,0.05762855696057648
7964,0.07872987542746518
30781,0.10124589928795295
29346,0.2184662066038648
17991,0.11158463894856688
15768,0.11671810928371519
15378,0.09938119898949739
27248,0.07265256439377454
5931,0.07177009750781956
11897,0.05933648628638174
10606,0.07264038859821768
28368,0.08980408871314104
11081,0.074652673245944
19611,0.0856140625688285
1283,0.165029328994745
18590,0.11597951566952783
2076,0.07981989172603876
19130,0.0759591583542368
29874,0.07129815581640847
16387,0.03696531886503955
22536,0.07785466242810277
30268,0.3299231631902202
23258,0.07800162756813084
14201,0.14897061239193146
10551,0.13801560800015716
28787,0.1441373407429564
23340,0.31595968561256893
26020,0.18694464570733904
22989,0.0729242899269932
14594,0.07433966930472397
10127,0.12271012758711117
18684,0.08737691544934723
20163,0.15204436092807547
997,0.07213112432246942
32505,0.3701501531968692
28948,0.14318211078334273
19793,0.06510196817335183
22487,0.22151803978286153
28765,0.10565391720090261
28078,0.1253608157921026
3780,0.08407765184839502
15396,0.11073119063758909
31167,0.06737200187403497
8834,0.19774412064261146
12051,0.04651389510225032
29453,0.25448058297540715
4305,0.13550474097903037
28298,0.12359145102057724
33189,0.12404632311913623
6611,0.06175648652220084
4763,0.3138232406748789
11459,0.06797973365966903
4870,0.08711886604266504
12630,0.09705114210949138
29618,0.06046634888053465
30033,0.1439077138820573
25404,0.0937973911970935
5522,0.14795782208868366
13026,0.13663724472529973
14788,0.1918727354602444
8450,0.1259084214606524
15425,0.11236752883205638
17221,0.37411358627299757
32535,0.16408574137185689
3356,0.07059654672216757
6938,0.08799425355477032
25715,0.06731067277929632
25064,0.0743500057739502
29805,0.07512283115775154
20608,0.30992151492666054
32283,0.10918462849932813
17793,0.16813966675029376
1525,0.09334802021508253
3579,0.14714129825693878
1704,0.05464593223596567
16657,0.07769403778528944
21066,0.15512702815826437
32817,0.11705771221680897
24938,0.14779746279621772
2837,0.2891855876646606
1157,0.0711229131351799
33154,0.09346235259769728
27434,0.13313357073642232
15056,0.07555589830022505
2555,0.09458881754045766
19701,0.07387466093590626
25529,0.053643817634777116
17070,0.1762482383630266
26053,0.0772988544630416
30684,0.08216715748087881
2815,0.10080387823645483
31291,0.1109095104657399
26903,0.09177778340694996
32889,0.17688683812046263
20873,0.13335639467316185
27921,0.12935358204966224
16150,0.08153250109100335
31345,0.0638810009829789
13375,0.1280637861059415
12369,0.2582063995836468
30180,0.06734698710765097
33355,0.0583992394599328
2417,0.07245967218365548
30481,0.08556469909241253
5540,0.09562523719126374
32713,0.10002913454438728
263,0.3588385420207947
20373,0.14514454116730385
4991,0.174094988633348
24045,0.2531147308552753
17697,0.10586226203684031
30866,0.0985698139653035
12996,0.15356967417539918
25973,0.06761903581459557
18035,0.273440479851005
8980,0.10096934515271894
6515,0.23060586432888558
24754,0.1020365425240824
3901,0.085883736373255
8499,0.1953089403858233
6139,0.03548429793493502
31696,0.06456166625634133
24611,0.060654480298638666
18882,0.08458011839336102
11713,0.3110977316823135
7027,0.11393282334025728
23513,0.09593220544424505
3013,0.17530372750542628
11584,0.12516785083991708
24451,0.1676081258238418
17738,0.17079539790207635
30028,0.19509139461623862
9366,0.2557532847610768
25896,0.1581404895584392
29281,0.17329618456970236
31222,0.07720950410085625
11790,0.1793507335388279
15533,0.11908984949251449
10055,0.14562921780138635
32053,0.2030499286835456
9977,0.09064807633276818
30111,0.17767612094333393
20140,0.16643610264920275
24780,0.1308878886791477
33097,0.08388901303338932
1312,0.10842032505884999
8694,0.07008560593492141
14127,0.09241316746891932
29904,0.10286885880834368
29099,0.07336035124143557
18616,0.08762624954989676
31040,0.23794447283934786
28643,0.11131845743667136
7132,0.24827744315866063
30579,0.049918017828342806
19419,0.08835402108773215
7835,0.08833665870297092
11957,0.17155823255015482
20303,0.08792948231890098
20120,0.05571972587564157
24434,0.11499644401963655
25972,0.04975864025798837
10442,0.12449009237648934
24285,0.2603467302697747
8925,0.14727710405361086
26227,0.13352484748403518
15960,0.06852761838882439
28482,0.15863530137304635
23555,0.06630519978903604
10319,0.1526987509828774
9717,0.23128585619417805
24606,0.3732544491737359
4545,0.08632923837117507
30371,0.20835407275139053
10309,0.16353282577617503
11076,0.08588580961440799
14411,0.42967570106176206
18403,0.06642198752126677
30763,0.22101474261443363
10772,0.06628441818894888
10597,0.08052831750287592
6940,0.13269036824563202
14149,0.34201065842288564
30682,0.08591715004525302
33089,0.05166037570851476
28300,0.09551667872996572
28024,0.1129219587133244
15923,0.09732636934221689
23021,0.06577618974275755
9271,0.3095774680880642
24649,0.12833488278703362
25717,0.18555103119385633
21247,0.12640398509792222
2302,0.10348476215743699
32609,0.08536131369467474
27506,0.09144584833046517
30403,0.21722824990018752
6612,0.09344671475183275
14011,0.14501660895526308
22398,0.0771344034623435
13659,0.11032065448899639
