enrollee_id,target
16548,0.6609001872406399
12036,0.027990451638500922
11061,0.4210210428280137
5032,0.052178959699723824
17599,0.10123532303390671
19314,0.05026954274390065
12365,0.30717313534047824
22696,0.08439045694476192
16083,0.07473472606354818
33240,0.04379548913900721
813,0.07337345351204716
1362,0.051106483280306585
3821,0.061760276268691815
26316,0.05563005199611861
29269,0.09720053257757166
22524,0.08771904773277622
30407,0.03138230413684096
863,0.06419843306280859
27743,0.1295688739295835
29303,0.08195879822398046
1019,0.1281746460691872
8819,0.1797783411520571
5397,0.1408379625725814
14697,0.08421286644538238
10407,0.1013347596126267
19224,0.13741843393240802
735,0.0633312056522579
14106,0.42130078949317273
858,0.14094801276723537
9061,0.02535184999494196
12775,0.06154674115612527
7964,0.0691769589418597
30781,0.04441671309988687
29346,0.150748948970224
17991,0.0507474626269354
15768,0.053875562571682474
15378,0.16489483942233552
27248,0.05274133491137002
5931,0.07023294919963549
11897,0.03828247103491491
10606,0.06962045067924763
28368,0.0768501166883658
11081,0.06681896271024042
19611,0.1400171234371359
1283,0.04863806981121557
18590,0.027176889694320576
2076,0.04492405140624882
19130,0.047828487177414065
29874,0.1124922272892005
16387,0.02385748121626129
22536,0.13785661542050828
30268,0.12907756581530933
23258,0.07803354253496854
14201,0.10204935511048631
10551,0.19952638848443796
28787,0.12359638258580981
23340,0.10674429614159088
26020,0.060363141985891766
22989,0.1027242972721097
14594,0.0692824648981701
10127,0.10745678282014472
18684,0.06839212356097754
20163,0.060683672784550856
997,0.0713748022021978
32505,0.1978463448442676
28948,0.08610120622427175
19793,0.06219953947207841
22487,0.049025136258310946
28765,0.15782337324293777
28078,0.049442264481405734
3780,0.03988955660185542
15396,0.08744183735142
31167,0.08052391932737325
8834,0.2293014962491955
12051,0.056172014228462096
29453,0.2197225712256453
4305,0.07436873947337619
28298,0.12259732310564189
33189,0.018831474291804717
6611,0.03717661642897468
4763,0.29464739882312424
11459,0.05606587182111738
4870,0.0780038601578703
12630,0.05775545594127168
29618,0.06254012008535055
30033,0.15122057087204915
25404,0.07807591668134149
5522,0.16343034337122234
13026,0.13055519371591917
14788,0.2283698129356939
8450,0.05254414946706409
15425,0.13402750877012648
17221,0.44294248747304465
32535,0.16444932923436725
3356,0.07143154659172309
6938,0.07897739178007178
25715,0.058650933272107755
25064,0.1374968314822037
29805,0.05293719952287614
20608,0.23194420650556985
32283,0.10382808656242418
17793,0.08163027481642816
1525,0.19997237879762234
3579,0.1775418837018277
1704,0.029170040987015453
16657,0.05165688875812207
21066,0.16923509966682196
32817,0.06136353074339438
24938,0.12703182583687925
2837,0.4640955513805828
1157,0.07571227021036138
33154,0.030962133153929393
27434,0.1012143161765408
15056,0.035502439625731796
2555,0.09298364209531984
19701,0.0655195738485844
25529,0.03296541354014097
17070,0.09028103125122451
26053,0.03381181082279814
30684,0.04887708544066427
2815,0.03628325678742129
31291,0.048092874497738164
26903,0.0901377750768393
32889,0.14460572023566765
20873,0.08665649542045066
27921,0.10405748770468444
16150,0.0922307437299362
31345,0.027077725363555395
13375,0.08819808516205474
12369,0.16808685609506271
